"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5162","Check_search_field","chromium","Wed Nov 06 01:28:28 GMT 2024","failed","Wed Nov 06 01:28:33 GMT 2024","","test.spec.js","",""
